1	235089
2	226552
3	203825
4	179033
5	176832
6	162375
7	165890
8	171749
9	166792
10	170174
11	162637
12	165113
13	166085
14	167267
15	155225
16	157022
17	154307
18	163277
19	155636
20	158327
21	161927
22	154986
23	158469
24	153769
25	154680
26	156361
27	156465
28	163126
29	155567
30	161890
31	161224
32	145547
33	120931
34	118353
35	118353
36	117037
37	112463
38	114490
39	112373
40	108533
41	106387
42	104837
43	106452
44	103971
45	102639
46	101619
47	99862
48	99174
49	97894
50	97677
51	95005
52	94167
53	94495
54	91443
55	90319
56	89596
57	87712
58	87953
59	86848
60	83902
61	83962
62	84566
63	82325
