0	3997
1	3856
2	3954
3	3769
4	3990
5	3916
6	3954
7	3886
8	3896
9	3868
10	3965
11	3989
12	3922
13	3935
14	3941
15	3902
16	3783
17	3913
18	3889
19	4017
20	3823
21	3922
22	3846
23	3945
24	3927
25	3968
26	3873
27	3945
28	3929
29	3938
30	3920
31	3887
32	3757
33	3855
34	3919
35	3904
36	3889
37	3882
38	3915
39	3942
40	3865
41	3913
42	3923
43	3987
44	3796
45	3944
46	3850
47	3818
48	3825
49	3895
50	4011
51	3861
52	3839
53	3819
54	3880
55	3918
56	4032
57	3942
58	3963
59	3917
60	3908
61	3881
62	3859
63	3847
64	3926
65	3969
66	3927
67	4115
68	3945
69	3994
70	3900
71	4013
72	3810
73	3937
74	3877
75	3798
76	3923
77	3951
78	3924
79	3898
80	3808
81	3870
82	3909
83	3891
84	3917
85	3877
86	3951
87	3872
88	3937
89	3953
90	3910
91	3884
92	3965
93	3980
94	3950
95	3848
96	3948
97	3962
98	3904
99	3909
100	3983
101	3855
102	3920
103	3847
104	3850
105	3882
106	3944
107	3933
108	3852
109	3916
110	3886
111	3947
112	3697
113	3938
114	3889
115	3936
116	3954
117	3895
118	3908
119	3905
120	3848
121	3892
122	3879
123	3875
124	3918
125	3960
126	3882
127	4004
128	3891
129	4009
130	3999
131	3807
132	3924
133	3954
134	3958
135	3882
136	3935
137	3921
138	3807
139	3889
140	3888
141	3867
142	3857
143	3874
144	3937
145	3964
146	3786
147	3992
148	3948
149	3882
150	3964
151	3926
152	3860
153	3918
154	3933
155	3961
156	3889
157	3984
158	3868
159	3855
160	3952
161	4031
162	3835
163	3858
164	3843
165	3921
166	3824
167	4009
168	3949
169	4006
170	4027
171	3790
172	3992
173	3831
174	3886
175	3901
176	3829
177	3879
178	3908
179	4009
180	3833
181	3814
182	3878
183	3986
184	3969
185	3914
186	4072
187	3968
188	3920
189	3935
190	3814
191	3955
192	3888
193	3828
194	3886
195	3838
196	3921
197	3925
198	3944
199	3949
200	3965
201	3880
202	3875
203	3963
204	3890
205	3838
206	3878
207	3926
208	3866
209	3982
210	3887
211	3872
212	3872
213	3784
214	3890
215	3898
216	3835
217	3939
218	3799
219	3923
220	3907
221	3952
222	3865
223	3833
224	3872
225	3807
226	3935
227	3914
228	3922
229	3894
230	3903
231	3893
232	3848
233	3895
234	3977
235	3989
236	3912
237	3824
238	3938
239	3856
240	4022
241	3881
242	3920
243	3829
244	3929
245	3918
246	3906
247	3959
248	3928
249	3820
250	3848
251	3847
252	3925
253	3970
254	3926
255	3860
