0	3929
1	3888
2	3911
3	3858
4	3840
5	3929
6	3876
7	3904
8	3955
9	4036
10	3885
11	3753
12	3845
13	3849
14	3912
15	3927
16	4021
17	3931
18	3878
19	3934
20	3942
21	3927
22	3873
23	3879
24	3891
25	3965
26	3840
27	3959
28	4016
29	3934
30	3835
31	3897
32	3898
33	3977
34	3840
35	3977
36	3950
37	3889
38	3845
39	3850
40	3974
41	3883
42	3883
43	3896
44	3838
45	3866
46	3962
47	3829
48	3876
49	3872
50	3912
51	3919
52	3888
53	3989
54	3925
55	3910
56	3998
57	3925
58	3918
59	3942
60	3833
61	3946
62	3893
63	3803
64	4000
65	3892
66	3962
67	3808
68	3973
69	3954
70	3911
71	3921
72	3898
73	3846
74	3910
75	3882
76	3853
77	3934
78	3857
79	4046
80	3879
81	3952
82	3935
83	4027
84	4009
85	3981
86	3809
87	3927
88	3899
89	3836
90	3935
91	3819
92	3874
93	3886
94	3956
95	3951
96	3903
97	3920
98	3878
99	3996
100	3895
101	3796
102	3780
103	3935
104	3841
105	3880
106	3917
107	3865
108	3927
109	3950
110	3866
111	3893
112	3902
113	3985
114	3959
115	3931
116	3890
117	3952
118	3932
119	3954
120	3837
121	3988
122	3886
123	3963
124	3989
125	3986
126	3771
127	3864
128	3816
129	3965
130	3911
131	3871
132	3911
133	3880
134	3879
135	3811
136	3998
137	3864
138	3858
139	3933
140	3859
141	3961
142	3896
143	3893
144	3902
145	3849
146	3919
147	3925
148	3939
149	3883
150	3856
151	3827
152	3780
153	3911
154	3868
155	3968
156	3941
157	3881
158	3825
159	3869
160	3800
161	3994
162	3939
163	3925
164	3900
165	3859
166	3874
167	3838
168	3854
169	3871
170	3863
171	3932
172	3903
173	3973
174	4051
175	3962
176	3894
177	3923
178	3857
179	3898
180	3910
181	4061
182	3867
183	3943
184	3876
185	3934
186	3892
187	3875
188	3928
189	3751
190	3894
191	3993
192	3853
193	3908
194	3888
195	3840
196	3961
197	3895
198	3909
199	3890
200	3999
201	3979
202	3929
203	3924
204	3805
205	3954
206	4000
207	3897
208	3863
209	3883
210	3929
211	3942
212	3864
213	3956
214	3998
215	3787
216	3810
217	3925
218	3959
219	3991
220	3986
221	3963
222	3792
223	3942
224	3916
225	3883
226	4017
227	3827
228	3954
229	3844
230	3790
231	3899
232	3902
233	3956
234	4018
235	3944
236	3975
237	3887
238	3864
239	3914
240	3917
241	3848
242	3940
243	3827
244	3906
245	3951
246	3782
247	3912
248	3836
249	3931
250	3936
251	4025
252	3905
253	3869
254	3897
255	3946
