0	4050
1	3998
2	3903
3	3904
4	3902
5	3872
6	3802
7	3908
8	3812
9	3907
10	3830
11	3875
12	3948
13	3996
14	3925
15	3897
16	3880
17	3960
18	3849
19	3849
20	3804
21	3983
22	3837
23	3864
24	3920
25	3887
26	3911
27	3824
28	3868
29	3930
30	3982
31	3942
32	3994
33	3871
34	3903
35	3840
36	3904
37	3879
38	4016
39	3878
40	3932
41	3891
42	3936
43	3880
44	3919
45	3830
46	3875
47	3871
48	3872
49	3941
50	3995
51	3896
52	3878
53	3970
54	4009
55	3838
56	3834
57	3918
58	3917
59	3908
60	4027
61	3883
62	3934
63	3846
64	3889
65	3913
66	3797
67	3864
68	3786
69	3883
70	3870
71	3881
72	3828
73	3981
74	3922
75	3882
76	3950
77	4010
78	3927
79	3898
80	3945
81	3843
82	3765
83	3846
84	3900
85	3906
86	3912
87	3887
88	3976
89	3875
90	3978
91	3914
92	3922
93	3869
94	3759
95	3905
96	3894
97	3881
98	3838
99	3897
100	3897
101	3847
102	3865
103	3968
104	3960
105	3864
106	3896
107	3894
108	3848
109	3994
110	3903
111	3987
112	3866
113	3894
114	3921
115	3997
116	3911
117	3957
118	3814
119	3914
120	3838
121	4024
122	3906
123	3979
124	4000
125	3975
126	3934
127	3900
128	3878
129	3937
130	3871
131	3976
132	3950
133	3916
134	3879
135	3920
136	3894
137	3791
138	3916
139	3985
140	3869
141	3823
142	3987
143	3909
144	3885
145	3953
146	3905
147	3874
148	3880
149	3746
150	3868
151	3962
152	3942
153	3931
154	3952
155	3911
156	3881
157	3968
158	3972
159	3814
160	3876
161	3838
162	3957
163	3801
164	3790
165	3968
166	3898
167	3909
168	3874
169	3845
170	3852
171	3962
172	3914
173	3876
174	3871
175	3792
176	3938
177	3868
178	3933
179	3832
180	3952
181	3858
182	3860
183	3921
184	3975
185	3926
186	3796
187	4030
188	3780
189	3851
190	3928
191	4008
192	3941
193	3943
194	3868
195	3965
196	3944
197	3876
198	3866
199	3966
200	4003
201	3865
202	3974
203	3885
204	3867
205	4003
206	3864
207	4013
208	3808
209	4001
210	4034
211	3956
212	3820
213	3886
214	3967
215	3901
216	3942
217	3924
218	3989
219	3868
220	3921
221	3744
222	3989
223	3915
224	3913
225	3943
226	3843
227	3895
228	3818
229	4010
230	3853
231	3924
232	3989
233	3941
234	3856
235	3897
236	3989
237	3908
238	3875
239	3853
240	3930
241	3938
242	3994
243	3968
244	3975
245	3863
246	3962
247	3958
248	3936
249	3918
250	3963
251	3878
252	3930
253	3864
254	4013
255	3821
