0	3926
1	3870
2	3915
3	3982
4	3803
5	3910
6	3926
7	3918
8	3885
9	3881
10	3893
11	3946
12	3870
13	3857
14	3877
15	3963
16	3875
17	3902
18	3891
19	3971
20	3966
21	3869
22	3951
23	3939
24	3916
25	3753
26	3912
27	3925
28	3936
29	3990
30	3914
31	3840
32	3753
33	3835
34	3879
35	3893
36	3930
37	4004
38	3998
39	3935
40	3870
41	3856
42	3891
43	3936
44	3815
45	3961
46	3994
47	3820
48	3933
49	3931
50	3895
51	3865
52	3874
53	3877
54	3950
55	3978
56	3857
57	3909
58	3906
59	3995
60	3847
61	3937
62	3911
63	3841
64	3953
65	3921
66	3912
67	3884
68	4034
69	3860
70	3821
71	3931
72	4027
73	3973
74	3870
75	4016
76	3884
77	3893
78	3883
79	3890
80	3859
81	3871
82	3933
83	3805
84	3925
85	3914
86	3917
87	3886
88	4011
89	3901
90	3967
91	3879
92	3907
93	3866
94	3820
95	3879
96	4029
97	3896
98	3996
99	3859
100	3853
101	3919
102	3865
103	4051
104	3928
105	3944
106	4007
107	4053
108	3872
109	3869
110	3804
111	3987
112	3936
113	3812
114	3875
115	3965
116	3884
117	3933
118	3923
119	3800
120	3918
121	3846
122	3949
123	3916
124	3892
125	3846
126	3835
127	3836
128	3915
129	3833
130	3964
131	4009
132	3961
133	3945
134	3869
135	3793
136	3968
137	3814
138	3909
139	3857
140	3903
141	3869
142	3956
143	3887
144	3926
145	3857
146	3889
147	3992
148	3877
149	3895
150	3862
151	3895
152	3914
153	3920
154	3840
155	3791
156	3928
157	3914
158	3842
159	3903
160	3880
161	3957
162	3891
163	3853
164	3895
165	3966
166	3879
167	3896
168	3887
169	3809
170	3951
171	3817
172	3920
173	3929
174	3957
175	3905
176	3927
177	3907
178	3921
179	4010
180	3860
181	3919
182	3905
183	3851
184	3931
185	3943
186	4023
187	3953
188	3910
189	3800
190	3908
191	3981
192	3826
193	3882
194	3888
195	3873
196	4007
197	4008
198	3857
199	3951
200	3902
201	3837
202	3799
203	4005
204	3935
205	3913
206	3809
207	3995
208	3977
209	3967
210	3882
211	3930
212	3886
213	3924
214	3930
215	4064
216	3877
217	3885
218	3794
219	3825
220	3847
221	3923
222	3903
223	3940
224	3908
225	3980
226	4017
227	3931
228	3919
229	3999
230	3877
231	3935
232	3930
233	3875
234	3875
235	3754
236	3883
237	3841
238	3898
239	3890
240	3812
241	3921
242	3932
243	3861
244	3878
245	3974
246	3958
247	4002
248	3885
249	3935
250	3981
251	3915
252	3881
253	3887
254	3832
255	3917
