1	606862	6362.52	74027008	73297920
2	979049	29178.5	75087872	75010048
3	1.48276e+06	4775.76	76365824	76353536
4	2.00669e+06	13140.2	77774848	77762560
5	2.39353e+06	15418.6	79200256	79200256
6	2.82514e+06	40967.5	80502784	80494592
7	3.26969e+06	18059.7	83771392	81747968
8	3.63116e+06	4579.68	84762624	82845696
9	3.75545e+06	29903.6	85913600	83910656
10	3.98298e+06	28853.2	86867968	84893696
11	4.09974e+06	12446.4	88080384	86032384
12	4.34945e+06	34554.4	88879104	86933504
13	4.31001e+06	36943.9	89837568	87781376
14	4.17186e+06	50430.8	90697728	88600576
15	4.09367e+06	26226.3	93466624	89362432
16	3.87764e+06	130178	94367744	90157056
17	3.68599e+06	63610.3	95068160	90882048
18	3.34249e+06	145100	95862784	91635712
19	3.17786e+06	261477	96514048	92286976
20	2.80546e+06	102468	97288192	93024256
21	2.76485e+06	122266	97968128	93675520
22	2.58621e+06	98337.9	100626432	94257152
23	2.49084e+06	56071.6	101302272	94908416
24	2.2686e+06	94264.9	101814272	95461376
25	2.02123e+06	44720	102440960	96043008
26	1.85174e+06	73319.3	102985728	96571392
27	1.72334e+06	47762.5	103559168	97136640
28	1.62672e+06	61091	104140800	97697792
29	1.5608e+06	38415.2	106700800	98168832
30	1.48865e+06	90624.7	107257856	98713600
31	1.48694e+06	116373	107737088	99168256
32	1.44894e+06	69439.4	108249088	99688448
