1	482197	4306.23
2	734766	3163.61
3	964728	9697.69
4	1.16687e+06	3331.31
5	1.27747e+06	3326.26
6	1.40779e+06	2473.13
7	1.49766e+06	4343.53
8	1.554e+06	1208.8
9	1.55281e+06	4953.61
10	1.5314e+06	2097.88
11	1.511e+06	3467.13
12	1.54322e+06	2968.21
13	1.53051e+06	5165.28
14	1.56285e+06	1304.88
15	1.69035e+06	6201.99
16	1.72601e+06	3895.09
17	1.70068e+06	2966.85
18	1.73712e+06	3250.34
19	1.72602e+06	3347.34
20	1.68822e+06	59938.8
21	1.57767e+06	15446.9
22	1.58708e+06	2441.76
23	1.5873e+06	2497.86
24	1.60923e+06	3645.69
25	1.60113e+06	1901.67
26	1.61974e+06	2250.96
27	1.6158e+06	2516.87
28	1.63648e+06	3200.77
29	1.63123e+06	2044.93
30	1.64727e+06	2878.28
31	1.64369e+06	1743.3
32	1.66027e+06	2152.15
