1	196	6.37704	23216128	23085056
2	306	12.3288	23724032	23646208
3	398	2.44949	24166400	24154112
4	504	8.06226	26529792	24621056
5	631	12.0277	27144192	25047040
6	722	14.5258	27578368	25497600
7	817	19.1485	28012544	25919488
8	914	23.4734	28450816	26370048
9	936	13.2791	28893184	26791936
10	1048	5.35413	29327360	27246592
11	1063	53.6687	29802496	27680768
12	1163	36.4463	32292864	28098560
13	1204	19.4336	32731136	28553216
14	1367	128.143	33165312	28971008
15	1410	42.0397	33603584	29425664
16	1596	68.5225	34037760	29843456
17	1492	74.4849	34553856	30294016
18	1542	27.0924	34926592	30732288
19	1568	108.111	37441536	31150080
20	1549	49.7527	37879808	31604736
21	1645	46.5797	38318080	32026624
22	1710	39.5474	38752256	32477184
23	1743	67.6116	39190528	32899072
24	1801	62.0994	39624704	33349632
25	1735	35.9537	40079360	33787904
26	1790	25.7553	42594304	34205696
27	1866	25.1396	43028480	34656256
28	1900	36.037	43466752	35078144
29	2008	86.4908	43900928	35528704
30	1987	117.536	44339200	35950592
31	2058	135.414	44953600	36401152
32	2016	41.2553	45223936	36835328
