1	414356	6632.35
2	636621	7315.71
3	878747	3502
4	1.06384e+06	4001.25
5	1.20251e+06	3832.2
6	1.33157e+06	4417.63
7	1.4362e+06	3003.45
8	1.47331e+06	4544.02
9	1.44882e+06	3430.41
10	1.4732e+06	4439.98
11	1.45234e+06	1535.35
12	1.47749e+06	6116.81
13	1.47294e+06	5958.22
14	1.51419e+06	6258.19
15	1.51485e+06	2636.66
16	1.62639e+06	73032.6
17	1.68118e+06	3989.07
18	1.71822e+06	3036.9
19	1.70649e+06	2295.24
20	1.69716e+06	56271.1
21	1.55487e+06	2135.63
22	1.57526e+06	3160.79
23	1.57168e+06	1606.4
24	1.5913e+06	2253.58
25	1.58791e+06	2263.74
26	1.59314e+06	3202.72
27	1.59198e+06	2058.71
28	1.60607e+06	4057.66
29	1.61185e+06	5871.4
30	1.62443e+06	1511.99
31	1.62627e+06	2184.59
32	1.64002e+06	3534.75
