1	479019	6651.28
2	733143	2009.28
3	945848	8383.56
4	1.13832e+06	4390.71
5	1.26266e+06	6647.01
6	1.38697e+06	3271.7
7	1.4881e+06	1549.06
8	1.55402e+06	5200.76
9	1.55712e+06	6361.27
10	1.54132e+06	4841.19
11	1.51392e+06	5200.81
12	1.546e+06	3187.05
13	1.52978e+06	4164.94
14	1.55696e+06	5651.12
15	1.55312e+06	3281.12
16	1.57636e+06	2410.55
17	1.56712e+06	3338.53
18	1.59048e+06	11932.1
19	1.5945e+06	1365.01
20	1.61005e+06	1268.84
21	1.57682e+06	4058.45
22	1.59213e+06	3804.61
23	1.5873e+06	2301.85
24	1.60643e+06	1178.7
25	1.60196e+06	4757.8
26	1.62056e+06	4351.74
27	1.61408e+06	5729.58
28	1.63629e+06	4321.26
29	1.63087e+06	4601.74
30	1.64745e+06	2562.06
31	1.63676e+06	4046.77
32	1.66165e+06	3555.18
