1	424228	7687.64
2	650196	1036.13
3	873630	3461.13
4	1.06158e+06	3289.04
5	1.18205e+06	4662.14
6	1.31985e+06	3470
7	1.44273e+06	6326.13
8	1.51402e+06	4994.88
9	1.54482e+06	5186.17
10	1.57829e+06	4343.79
11	1.58001e+06	3643.6
12	1.61769e+06	2538.63
13	1.62176e+06	2064.01
14	1.65172e+06	1988.07
15	1.66003e+06	3206.27
16	1.69564e+06	3699.24
17	1.67753e+06	3247.42
18	1.66083e+06	3415.71
19	1.64448e+06	6989.64
20	1.64992e+06	6980.73
21	1.59746e+06	5752.69
22	1.61528e+06	3598.31
23	1.56997e+06	1515.75
24	1.61901e+06	4466.85
25	1.60396e+06	16126.3
26	1.59256e+06	3406.05
27	1.58786e+06	2253.26
28	1.607e+06	5548.19
29	1.60523e+06	3349.01
30	1.6197e+06	3051.15
31	1.61864e+06	4580.79
32	1.62851e+06	4698.88
