1	505174	7971.97
2	912917	3388.12
3	1.15807e+06	5018.06
4	1.56369e+06	4085.71
5	1.90817e+06	5523.56
6	2.27765e+06	7238.58
7	2.6177e+06	18332.5
8	2.95405e+06	17960.8
9	3.33771e+06	24767
10	3.73649e+06	42867.4
11	3.98733e+06	20669
12	4.35495e+06	10047
13	4.67323e+06	7248.02
14	4.98181e+06	5784.87
15	5.31582e+06	18029.6
16	5.61618e+06	13757.3
17	5.93192e+06	8265.52
18	6.22614e+06	24818.4
19	6.41099e+06	15718.9
20	6.74913e+06	48401.6
21	6.99446e+06	38836.6
22	7.32076e+06	39635.8
23	7.54138e+06	77506
24	7.67193e+06	69831.6
25	7.89064e+06	59267.8
26	8.13862e+06	90493.7
27	8.44609e+06	103097
28	8.70027e+06	111088
29	8.97576e+06	89217
30	9.60591e+06	354027
31	1.00396e+07	104787
32	1.01077e+07	299135
