1	704579	4074.55	34861056	34729984
2	681053	6054.99	34942976	34865152
3	622979	4703.05	34955264	34947072
4	547556	3669.4	34971648	34959360
5	478572	2258.87	37076992	34996224
6	437412	1403.48	37081088	34983936
7	407964	4513.24	37089280	35008512
8	425237	2117.19	37097472	35000320
9	419185	1998.25	37134336	35028992
10	433634	6169.66	37134336	35016704
11	429572	1602.68	37163008	35041280
12	439280	14494.1	37163008	35049472
13	452171	4402.74	39235584	35041280
14	458706	2283.42	39243776	35065856
15	457781	3450.9	39247872	35053568
16	459200	4526.56	39256064	35078144
17	455096	531.293	39264256	35069952
18	449693	4191.49	39272448	35094528
19	449455	1098.74	39292928	35098624
20	435994	3168.26	41381888	35090432
21	429947	6716.73	41390080	35115008
22	415935	583.129	41398272	35106816
23	418937	574.814	41402368	35127296
24	406799	570.354	41410560	35119104
25	396204	2918.04	41418752	35143680
26	389440	2604.37	41443328	35151872
27	376792	424.807	43528192	35143680
28	368681	1005.69	43536384	35164160
29	360273	6131.14	43544576	35155968
30	363287	587.475	43552768	35180544
31	361425	3371.79	43560960	35172352
32	348657	3499.77	43700224	35323904
