1	676878	3091.52	37019648	36302848
2	1.26913e+06	4001.01	39116800	37048320
3	1.85085e+06	2528.42	39116800	37122048
4	2.42895e+06	9009.92	39116800	37138432
5	3.00212e+06	52446.2	39227392	37154816
6	3.63124e+06	3205.2	39227392	37167104
7	4.22794e+06	12577.4	39251968	37154816
8	4.7885e+06	9173.01	39260160	37179392
9	4.93759e+06	3419.35	39313408	37191680
10	5.41555e+06	1209.48	41398272	37179392
11	5.53587e+06	8052.18	41414656	37203968
12	5.97792e+06	8952.01	41414656	37195776
13	6.40951e+06	31876.6	41414656	37220352
14	6.83754e+06	42499.8	41459712	37208064
15	7.02541e+06	30903.4	41476096	37232640
16	6.76307e+06	55652.8	41476096	37240832
17	5.50463e+06	103183	43524096	37232640
18	3.66488e+06	28919.6	43528192	37253120
19	2.93263e+06	35333.2	43536384	37244928
20	2.70359e+06	22734.4	43544576	37269504
21	2.55228e+06	11005	43552768	37261312
22	2.42396e+06	21022	43638784	37285888
23	2.31159e+06	5947.55	43663360	37294080
24	2.25451e+06	7281.41	45674496	37285888
25	2.12671e+06	3679.34	45682688	37310464
26	1.9037e+06	2862.38	45690880	37302272
27	1.75054e+06	5899.55	45694976	37322752
28	1.63874e+06	3827.34	45703168	37314560
29	1.52248e+06	2068.05	45711360	37339136
30	1.40309e+06	2086.61	45735936	37347328
31	1.30588e+06	3122.67	47820800	37339136
32	1.23891e+06	31723.6	47828992	37359616
