1	160722	719.512
2	251323	1117.45
3	364168	1098.28
4	457042	1417.45
5	534191	1535.66
6	618940	867.018
7	695829	1856.39
8	769730	6556.37
9	854057	2136.32
10	903199	4323.74
11	963909	3345.35
12	1.02634e+06	1023.26
13	1.08751e+06	2415.87
14	1.13397e+06	2062.4
15	1.1813e+06	3290.34
16	1.21674e+06	3253.35
17	1.25074e+06	1472.35
18	1.28591e+06	3730.24
19	1.28198e+06	11316.2
20	1.32055e+06	9754.23
21	1.32227e+06	4498.45
22	1.31336e+06	10343.5
23	1.32676e+06	7754.88
24	1.34082e+06	6995.12
25	1.34582e+06	1749.77
26	1.35164e+06	2617.65
27	1.35706e+06	13717.8
28	1.34871e+06	11323
29	1.36244e+06	8110.02
30	1.37327e+06	5508.56
31	1.37952e+06	6102.68
32	1.37215e+06	8842.76
