1	626697	9021.27	74018816	73359360
2	1.16329e+06	12474.1	74100736	74022912
3	1.68244e+06	23076.4	74117120	74104832
4	2.14141e+06	11451.3	74133504	74121216
5	2.65962e+06	21196	74141696	74141696
6	3.07279e+06	34533.8	76242944	74162176
7	3.5424e+06	28847.7	76259328	74153984
8	4.09196e+06	46795.5	76275712	74178560
9	4.31489e+06	36358.6	76296192	74174464
10	4.66132e+06	56208.3	76308480	74194944
11	4.80051e+06	33826.3	76324864	74186752
12	5.14263e+06	34716.3	76341248	74211328
13	5.52404e+06	52638.8	76374016	74219520
14	5.85654e+06	46116.4	78458880	74207232
15	6.2195e+06	39284	78475264	74231808
16	6.60191e+06	36071.3	78491648	74223616
17	6.95998e+06	43492.3	78508032	74248192
18	7.32702e+06	55955.3	78524416	74240000
19	7.64232e+06	64982.1	78536704	74260480
20	7.97682e+06	77066.2	78569472	74268672
21	8.35872e+06	53733.8	80658432	74260480
22	8.67256e+06	77292.5	80670720	74280960
23	9.00837e+06	135508	80683008	74268672
24	9.56697e+06	197743	80695296	74289152
25	9.80492e+06	57381.8	80707584	74276864
26	1.01195e+07	53603.7	80723968	74301440
27	1.05007e+07	100307	80748544	74301440
28	1.0755e+07	65619.7	82833408	74293248
29	1.11044e+07	78168.3	82849792	74313728
30	1.14969e+07	104338	82862080	74301440
31	1.19579e+07	200366	82862080	74317824
32	1.23787e+07	243133	82862080	74305536
