1	287211	2401.9
2	465550	865.451
3	604843	1724.64
4	724117	1957.99
5	722336	1216.34
6	731892	2215.82
7	674637	1672.23
8	525503	40756.6
9	475353	11518.8
10	472270	23648.4
11	442194	784.591
12	448861	8574.86
13	441010	1373.02
14	442428	1776.32
15	441675	1598
16	445608	600.568
17	449077	1899.96
18	448163	738.371
19	449261	1412.24
20	448812	389.461
21	436606	2641.55
22	434447	1995.74
23	429885	2186.16
24	427891	1890.8
25	422074	2896.14
26	423039	452.115
27	419347	798.84
28	416183	457.095
29	411430	787.533
30	406471	551.339
31	409039	2493.1
32	407294	2403.78
