1	387025	3346.66	39518208	38920192
2	637806	4164.65	42913792	42835968
3	887691	7026.77	46411776	45613056
4	1.18891e+06	9304.91	48558080	47874048
5	1.46707e+06	11913.2	49647616	49647616
6	1.71887e+06	45283.3	53317632	51298304
7	1.99577e+06	39089	54956032	52899840
8	2.26785e+06	11441.4	56459264	54378496
9	2.35511e+06	10005.5	57733120	55627776
10	2.56913e+06	17484.4	58892288	56770560
11	2.67135e+06	10136.7	62320640	58093568
12	2.9117e+06	20782.7	63516672	59297792
13	3.14835e+06	14895.2	64708608	60465152
14	3.3771e+06	13114	65781760	61558784
15	3.61262e+06	17144.5	66916352	62656512
16	3.8418e+06	18829.6	68079616	63827968
17	4.03252e+06	19321.2	69287936	65011712
18	4.22544e+06	22381.7	72531968	66220032
19	4.41266e+06	6000.89	73781248	67416064
20	4.61975e+06	17302.3	74764288	68382720
21	4.78071e+06	25578.6	75898880	69537792
22	4.93127e+06	30473.4	76992512	70602752
23	5.02767e+06	34037.3	78147584	71749632
24	4.83854e+06	94097.7	79228928	72806400
25	4.19854e+06	176602	82386944	73867264
26	3.37391e+06	124835	83300352	74788864
27	2.86927e+06	63895.9	84234240	75702272
28	2.55438e+06	83999.5	85217280	76894208
29	2.47447e+06	147726	86249472	77885440
30	2.34817e+06	23926.2	86982656	78610432
31	2.29383e+06	105913	87805952	79417344
32	2.15033e+06	84723.3	90902528	80416768
