1	408867	3895.15	149704704	149692416
2	684144	6562.66	153120768	153042944
3	945331	6276.05	155746304	155734016
4	1.20093e+06	4117.91	157945856	157937664
5	1.50793e+06	14240.5	159866880	159866880
6	1.78818e+06	18272	161468416	161460224
7	2.06173e+06	12493	163065856	163057664
8	2.34225e+06	12588.9	164462592	164438016
9	2.44368e+06	13790.6	167944192	165838848
10	2.68694e+06	5413.38	169029632	166920192
11	2.77928e+06	19140.9	170328064	168206336
12	2.99016e+06	11238.9	171589632	169463808
13	3.22794e+06	15435.9	172638208	170504192
14	3.47826e+06	19944.5	173817856	171655168
15	3.70095e+06	17171.2	175046656	172892160
16	3.94251e+06	16908.3	175988736	173809664
17	4.14475e+06	16072.1	179494912	175218688
18	4.35117e+06	16798.9	180621312	176353280
19	4.54786e+06	18348.1	181649408	177356800
20	4.7484e+06	11019.6	182661120	178376704
21	4.93455e+06	12664.9	183734272	179425280
22	5.10503e+06	19563.2	184832000	180531200
23	5.07528e+06	63921.6	186019840	181694464
24	4.79402e+06	100099	189161472	182738944
25	4.02658e+06	146638	190271488	183857152
26	3.47051e+06	183515	191307776	184868864
27	2.99699e+06	99178.3	192401408	185970688
28	2.59615e+06	85637	193527808	187146240
29	2.3931e+06	112970	194433024	187985920
30	2.3254e+06	63554.4	195244032	188772352
31	2.29987e+06	71789	198049792	189480960
32	2.23307e+06	62554.5	198664192	190103552
