1	434118	6291.68
2	778415	3208.69
3	996742	5056.02
4	1.34088e+06	9022.72
5	1.63165e+06	4786.24
6	1.9433e+06	8191.24
7	2.23981e+06	10578.9
8	2.52795e+06	12193.6
9	2.89265e+06	8519.71
10	3.24784e+06	18564.2
11	3.44348e+06	12369.4
12	3.73734e+06	9548.41
13	4.01044e+06	12081.7
14	4.29402e+06	6966.89
15	4.58326e+06	12699.5
16	4.84709e+06	16570.2
17	5.09905e+06	7162.75
18	5.38636e+06	16311.6
19	5.56462e+06	19421.4
20	5.77783e+06	31686.7
21	6.04266e+06	34105.3
22	6.24678e+06	41440.2
23	6.47283e+06	41577.4
24	6.6506e+06	41807.2
25	6.89772e+06	43740.1
26	7.08011e+06	74210.3
27	7.28605e+06	76862.1
28	7.52701e+06	49847.7
29	7.75409e+06	127735
30	7.88549e+06	39387
31	8.11605e+06	84625.5
32	8.49572e+06	82665
