1	435957	4109.42	49266688	49180672
2	644264	40011.6	52629504	52555776
3	736425	3900.58	55189504	55177216
4	809763	14261	57364480	57352192
5	725204	3812.96	61210624	59224064
6	560905	15603.9	62939136	60866560
7	476760	3270.87	64438272	62369792
8	411143	3200.98	65650688	63578112
9	362337	2818.29	66826240	64745472
10	331851	8683.82	68038656	65961984
11	285161	7173.49	69062656	66981888
12	260710	2023.57	69914624	67817472
13	242415	6492.78	73084928	69038080
14	222696	1255.34	74514432	70336512
15	207707	220.166	75268096	71077888
16	194896	446.905	76087296	71909376
17	190992	900.496	77680640	73609216
18	185219	2173.83	79507456	75329536
19	182405	577.028	81129472	76185600
20	176548	2108.82	83329024	77148160
21	172852	586.295	84348928	78184448
22	170982	641.94	85794816	78786560
23	166630	1068.85	85794816	79478784
24	164770	634.725	87363584	80388096
25	159809	901.611	87867392	81604608
26	157802	415.781	90886144	82522112
27	151326	2266.63	91459584	83070976
28	149117	662.091	92004352	83845120
29	142861	263.162	92938240	84586496
30	136449	1249.59	93708288	85676032
31	129247	1214.98	94961664	86581248
32	121667	335.137	95752192	87379968
