0	19632
1	19407
2	19234
3	19262
4	19598
5	19390
6	19115
7	19607
8	19308
9	19494
10	19506
11	19774
12	19486
13	19637
14	19318
15	19661
16	19798
17	19627
18	19249
19	19471
20	19670
21	19438
22	19550
23	19464
24	19482
25	19511
26	19471
27	19458
28	19613
29	19672
30	19512
31	19498
32	19515
33	19367
34	19598
35	19593
36	19709
37	19645
38	19458
39	19289
40	19530
41	19497
42	19580
43	19575
44	19505
45	19673
46	19744
47	19556
48	19727
49	19551
50	19442
51	19443
52	19533
53	19451
54	19633
55	19618
56	19384
57	19369
58	19509
59	19499
60	19454
61	19605
62	19661
63	19541
64	19612
65	19469
66	19499
67	19556
68	19812
69	19272
70	19674
71	19625
72	19657
73	19496
74	19624
75	19766
76	19503
77	19666
78	19605
79	19504
80	19488
81	19689
82	19419
83	19670
84	19577
85	19645
86	19479
87	19435
88	19643
89	19594
90	19669
91	19647
92	19689
93	19431
94	19561
95	19440
96	19792
97	19507
98	19211
99	19429
100	19458
101	19502
102	19505
103	19444
104	19598
105	19624
106	19324
107	19767
108	19534
109	19558
110	19561
111	19514
112	19193
113	19157
114	19420
115	19680
116	19356
117	19439
118	19536
119	19530
120	19562
121	19708
122	19725
123	19541
124	19410
125	19499
126	19667
127	19985
128	19290
129	19614
130	19567
131	19491
132	19475
133	19460
134	19386
135	19391
136	19346
137	19591
138	19497
139	19517
140	19552
141	19469
142	19697
143	19235
144	19453
145	19776
146	19567
147	19395
148	19370
149	19682
150	19938
151	19520
152	19287
153	19509
154	19459
155	19707
156	19537
157	19658
158	19542
159	19601
160	19830
161	19589
162	19617
163	19417
164	19552
165	19603
166	19460
167	19755
168	19424
169	19545
170	19474
171	19498
172	19462
173	19407
174	19612
175	19293
176	19285
177	19734
178	19528
179	19528
180	19325
181	19450
182	19547
183	19448
184	19805
185	19646
186	19742
187	19739
188	19250
189	19611
190	19558
191	19465
192	19443
193	19500
194	19650
195	19561
196	19458
197	19468
198	19604
199	19377
200	19369
201	19506
202	19355
203	19612
204	19573
205	19407
206	19706
207	19502
208	19592
209	19338
210	19600
211	19598
212	19686
213	19679
214	19460
215	19562
216	19241
217	19404
218	19621
219	19571
220	19589
221	19445
222	19654
223	19548
224	19458
225	19414
226	19301
227	19439
228	19646
229	19557
230	19449
231	19544
232	19592
233	19728
234	19545
235	19751
236	19623
237	19411
238	19396
239	19544
240	19512
241	19503
242	19524
243	19677
244	19618
245	19373
246	19599
247	19303
248	19490
249	19588
250	19564
251	19579
252	19465
253	19646
254	19800
255	19585
